,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_short_square,has_burst,has_delay,has_pause,input_resistance_mohm,latency,peak_t_long_square,peak_t_short_square,peak_v_long_square,peak_v_short_square,ri,sag,specimen_id,tau,threshold_i_long_square,threshold_i_short_square,threshold_t_long_square,threshold_t_short_square,threshold_v_long_square,threshold_v_short_square,trough_t_long_square,trough_t_short_square,trough_v_long_square,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_short_square,vrest,species,cre_line,dendrite_type,e-type,m-type,me-type,upright_angle,soma_distance_from_pia,estimated_shrinkage_factor,estimated_slice_angle
388,0.228389830508475,1.2629,1.025179,-49.406253814697294,-50.293752288818396,False,False,False,188.3976,0.07392,1.26106,1.023427,25.0937519073486,23.9312503814697,157.343789935112,0.0458727478981018,469798159,23.6166024499311,70.0,714.0,1.26063,1.023036,-40.03125,-36.0312530517578,1.31922,1.566673,-61.718753814697294,-82.5062530517578,2.99388529098391,2.5947502279531003,-81.4509658813477,Mus musculus,Scnn1a-Tg3-Cre,spiny,Exc_3,Spiny_4,ME_Exc_18,157.088205338981,387.91847378879,3.73850409989,2.08799360967
389,0.16315789750459,1.48054,1.02534,-47.718753814697294,-52.625003814697294,False,False,False,141.496464,0.08728,1.47824,1.02348,36.6875,39.9062538146973,76.87507569789891,0.0046334364451468,502359001,13.239548637949701,150.0,1160.0,1.4777200000000001,1.02306,-39.0312538146973,-45.031253814697294,1.5187,1.31854,-55.656253814697294,-83.25,3.70304789684336,3.94383646896563,-83.5178680419922,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_2,ME_Exc_13,222.310583915583,276.01446760069,4.0489008524,2.94218261732
390,0.17,1.4249,1.0264520000000001,-47.3125,-52.287502288818395,False,False,False,139.190112,0.0905,1.4205,1.02346,21.8750019073486,24.8812507629395,149.999842047691,0.0183797534555197,515771244,18.8218352120705,70.0,112.0,1.41992,1.023048,-42.3750038146973,-44.2000030517578,1.45866,1.236256,-56.0,-69.35625305175779,5.07647773466217,3.9924789635480695,-68.37887573242189,Mus musculus,Ctgf-T2A-dgCre,spiny,Exc_3,Spiny_19,ME_Exc_9,117.71791351781,908.378404519421,3.27766293112999,-38.772441848
396,0.28014773776546603,1.13126,1.024867,-47.46875,-52.4500030517578,False,False,False,210.94052799999997,0.0416800000000002,1.129405,1.023203,40.5625038146973,39.293751525878896,191.718757152557,0.0411933287978172,484679812,23.990084805420604,70.0,450.0,1.12903,1.0228700000000002,-39.5,-44.7375022888184,1.152485,1.433395,-50.906253814697294,-69.2687545776367,3.69286340668917,3.54963134162705,-67.5364532470703,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_7,ME_Exc_14,160.717459426686,456.666898875535,2.7195027195,12.0814698847
403,0.0448844920022316,1.08656,1.02516125,-46.781253814697294,-52.1484403610229,False,False,False,206.064512,0.0450000000000002,1.084235,1.023415,29.1875,29.773438453674302,335.937708616257,0.0485723428428173,486110216,23.571357304128103,110.0,550.0,1.083645,1.0229175,-34.15625,-45.0234403610229,1.123645,1.451805,-50.8125,-66.7500019073486,2.3932422179404598,2.54714320829469,-65.90883636474611,Mus musculus,Rbp4-Cre_KL100,spiny,Exc_1,Spiny_7,ME_Exc_5,217.976420458511,670.57958426187,2.20588235294,4.05227111551
404,0.0166383691121894,1.0950799999999998,1.02534,-46.468753814697294,-46.359376907348604,False,False,False,144.826192,0.043039999999999995,1.09312,1.023575,33.3125038146973,33.9687509536743,134.218752384186,0.06532076001167299,563226105,27.5034252726715,130.0,1500.0,1.0926,1.023115,-39.9062538146973,-43.648439407348604,1.14446,1.803295,-51.781253814697294,-73.71875572204591,3.5182119514956405,3.55522973704364,-73.3952331542969,Mus musculus,Esr2-IRES2-Cre,spiny,Exc_1,Spiny_15,ME_Exc_11,198.876190596186,695.427384691586,1.9494047619,-27.0476606240999
407,0.140178573119395,1.19128,1.025125,-48.750003814697294,-55.270835876464794,False,False,False,93.380736,0.0723550000000002,1.18969,1.023575,31.0000019073486,32.208333969116204,97.0313251018524,0.220143258571625,479770916,15.042431812334199,170.0,979.9999389648441,1.18928,1.02320166666667,-38.0937538146973,-45.177085876464794,1.2148649999999999,1.06529833333333,-56.46875,-69.6666717529297,2.49057336729174,2.36987448877321,-67.62628173828121,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_4,Spiny_14,ME_Exc_1,306.14131389537,588.26245172151,0.830006719102,0.0
408,0.7444767491336469,1.0518,1.0241559999999998,-54.968753814697294,-55.49375305175779,False,False,False,181.53089599999998,0.01756,1.051,1.023392,25.84375,31.1562507629395,120.62499672174499,0.0176192801445723,585841870,7.36904718981137,180.0,600.0,1.0507,1.023084,-37.7812538146973,-43.5750030517578,1.05182,1.388944,-55.156253814697294,-77.1062515258789,1.56797257578464,1.5867331263608602,-76.7412414550781,Mus musculus,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny,Inh_11,Aspiny_5,ME_Inh_21,146.533356195134,143.518955395078,3.26396323472,4.04469123539
415,0.0545454545454543,1.02816,1.02409333333333,-62.468753814697294,-63.1406256357829,False,False,False,119.665632,0.00627,1.027455,1.02330416666667,13.1875009536743,14.765625476837199,67.500002682209,0.0211086180061102,313862373,6.52352915938128,630.0,949.9999389648441,1.0271350000000001,1.02299166666667,-45.90625,-50.348958969116204,1.0282,1.3801083333333302,-62.59375,-78.15625,1.2851960601820098,1.38005125710307,-76.8938217163086,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_2,Aspiny_4,ME_Inh_7,249.18314556635,926.652427745353,1.6147142701,-29.9856925684
417,0.10454545876649199,1.12224,1.0254379999999998,-45.03125,-49.5562522888184,False,False,False,116.09022399999999,0.0597750000000001,1.11816,1.0236040000000002,22.0312519073486,23.9500007629395,128.90625,0.0993512868881226,354190013,26.281992749586,130.0,1280.0,1.11764,1.023161,-34.4062538146973,-46.1750015258789,1.15761,1.632421,-53.71875,-74.5125,2.8937323920377898,3.0024571878235204,-73.020378112793,Mus musculus,Scnn1a-Tg2-Cre,spiny,Exc_3,Spiny_12,ME_Exc_13,305.285307753976,597.20540166638,2.11135147004,13.9510476597
421,0.208157894736842,1.115275,1.0251219999999999,-47.65625,-52.7375022888184,False,False,False,210.079488,0.043385,1.1120649999999999,1.023377,27.0,27.0562503814697,223.437502980232,0.0120425289496779,324025371,31.501610156932603,90.0,730.0,1.1115549999999998,1.022995,-33.46875,-43.4937507629395,1.12483,1.6777950000000001,-51.59375,-72.8250015258789,2.86170822269556,3.0435890761264197,-72.134880065918,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_4,ME_Exc_17,217.805889350366,390.448973929687,1.83945113909,25.3769335252
422,0.10203666722402802,1.14028,1.025396,-42.7187538146973,-50.0187522888184,False,False,False,187.529472,0.0516050000000001,1.137125,1.023474,40.5,45.55000305175779,145.156219601631,0.0200218763202429,485931158,16.3408782643985,150.0,930.0,1.136685,1.0230920000000001,-32.6875,-45.637501525878896,1.16008,1.81177,-47.500003814697294,-81.8125061035156,3.6589712908336,4.01614689322267,-81.0480728149414,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_4,ME_Exc_16,246.684038813094,431.12002430563,4.80769230769,18.6715318360999
436,0.27447108603667103,1.60982,1.027485,-44.375003814697294,-54.9531278610229,False,False,False,203.735872,0.06026,1.60596,1.02347,7.500000476837161,12.757812976837199,108.954429626465,0.0387785136699677,536951541,11.573594628439,170.0,660.0,1.60532,1.023065,-33.0,-39.1796894073486,1.61426,1.46994,-46.531253814697294,-72.00000190734859,3.2957310202676,2.37456912653899,-71.3972244262695,Mus musculus,Ndnf-IRES2-dgCre,aspiny,Inh_1,Aspiny_18,ME_Inh_17,237.483146032522,89.2371268012792,2.23985088176,
442,0.171405456028512,1.1521,1.02503333333333,-49.875003814697294,-51.7656275431315,False,False,False,217.930304,0.03633,1.149805,1.02339333333333,40.34375,43.208335240682004,177.031293511391,0.0687024816870689,485912047,23.433356043467604,80.0,690.0,1.14939,1.0230325,-40.4687538146973,-47.5677096048991,1.540055,1.700825,-59.125003814697294,-74.38542302449541,4.02099086371472,4.09388337583804,-73.622932434082,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_8,ME_Exc_13,226.607959180805,446.954914639789,3.94088669950999,-1.43749468134999
447,0.16428571428571398,1.197855,1.02448916666667,-47.75,-53.208335240682004,False,False,False,178.177008,0.056125,1.1963549999999998,1.02310833333333,43.9375,41.5885429382324,166.250005364418,0.166221499443054,323865917,23.182754887376102,70.0,750.0,1.19593,1.02275833333333,-36.84375,-43.1093756357829,1.2370649999999999,1.31704166666667,-57.281253814697294,-70.2187512715658,2.97419423435741,2.94646278376885,-69.40285491943361,Mus musculus,Scnn1a-Tg3-Cre,spiny,Exc_3,Spiny_11,ME_Exc_17,181.018857293581,564.848635877862,3.13283208019999,-1.18402288918
449,0.20287356708399,1.48482,1.02678,-50.281253814697294,-61.71875,False,False,False,224.74287999999999,0.06426,1.48242,1.02342,32.5000038146973,33.6875038146973,144.68760788440702,0.0781476944684982,555341581,6.331227146658049,150.0,479.99996948242205,1.4820200000000001,1.02309,-31.2812519073486,-36.5937519073486,1.48956,1.34598,-52.125003814697294,-75.8593788146973,3.5567529286599497,2.4566988861455603,-74.787239074707,Mus musculus,Htr3a-Cre_NO152,aspiny,Inh_1,Aspiny_18,ME_Inh_17,172.178124587457,56.0838741176471,3.80362431059,7.48050889171
452,0.0089403972016746,1.06402,1.02493,-53.406253814697294,-54.359375,False,False,False,955.148736,0.0135800000000001,1.06256,1.0235100000000001,25.8125019073486,28.8750019073486,345.15637159347506,0.33666536211967496,570896413,21.7016970104053,30.0,270.0,1.0621399999999999,1.02314,-46.781253814697294,-46.765626907348604,1.0641,1.02501,-53.4375,-54.406251907348604,2.9306833609407597,3.0486286028889102,-71.6154479980469,Mus musculus,Vip-IRES-Cre,aspiny,Inh_2,Aspiny_13,ME_Inh_2,171.469234390051,174.573244108747,4.48028673834999,10.9932014986
454,1.3697246033490602,1.0282799999999999,1.0240875,-66.6875,-68.4882869720459,False,False,False,202.788272,0.00502000000000002,1.02754,1.0233775,26.84375,33.3867197036743,117.81253665685699,0.0635342225432396,571311039,9.11653920397763,250.0,410.0,1.02722,1.0230625,-44.156253814697294,-48.351564407348604,1.02834,1.502525,-66.71875,-69.9531278610229,1.3295879319161001,1.29198423901489,-68.47377777099611,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_8,Aspiny_4,ME_Inh_6,194.351167572423,797.906997476963,2.62054507338,9.62044194728
455,0.117499999826604,1.1912200000000002,1.02535333333333,-46.843753814697294,-51.416670481363894,False,False,False,127.279,0.0721400000000001,1.18892,1.02358666666667,49.718753814697294,50.2604179382324,76.4062851667404,0.0527104288339615,521409057,12.7815539148883,210.0,1190.0,1.18848,1.02314,-38.78125,-48.489585876464794,1.21696,1.44694666666667,-54.15625,-79.6562576293945,3.94039962765266,3.92780558266169,-79.4310836791992,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_2,ME_Exc_7,125.824356029923,128.082646884156,3.21257244568,15.718673394
457,0.303639854706105,1.5371,1.02616,-53.4375,-55.975001525878895,False,False,False,183.09056,0.0289000000000001,1.53454,1.023452,25.6250019073486,33.106251525878896,143.90617609024,0.0263401363044977,526531616,9.050988372731009,140.0,520.0,1.5340799999999999,1.023076,-34.84375,-40.9000015258789,1.53996,1.343004,-54.500003814697294,-72.4250030517578,2.98097344385746,2.54660063845722,-72.557991027832,Mus musculus,Ndnf-IRES2-dgCre,aspiny,Inh_1,Aspiny_18,ME_Inh_17,233.467300271421,76.7289775934623,2.17770034843,21.8014094863999
459,0.153092003741251,1.13996,1.025164,-51.4375,-56.225003814697295,False,False,False,154.706192,0.0324200000000001,1.13798,1.023412,40.125,39.9062507629395,100.156173110008,0.11766812205314599,560678143,18.2355407960257,90.0,750.0,1.13752,1.023008,-45.093753814697294,-49.2750015258789,1.1921,1.09136,-58.9375,-66.8312545776367,3.5327729520253395,3.4387770777565496,-65.8597564697266,Mus musculus,Vip-IRES-Cre,spiny,Exc_4,Spiny_14,ME_Exc_1,189.247533792272,687.922742786674,4.37440945471999,3.22996196984
461,0.577354454302538,2.00356,1.024006,-57.781253814697294,-61.5062507629395,False,False,False,112.281272,0.0998250000000001,2.002825,1.023249,7.4375,12.400000190734902,66.5624216198921,0.0791119262576103,341442651,6.8523108291805,350.0,1030.0,2.00255,1.02301,-36.3125,-45.3875007629395,2.00365,1.4055790000000001,-57.90625,-82.35625305175779,1.27006529374991,1.40916963736363,-82.11767578125,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_12,Aspiny_7,ME_Inh_10,225.56431208911,203.19262819878,2.20458553792,-22.5824356111
462,0.4428571428571429,1.131345,1.0264950000000002,-39.875,-50.468751907348604,False,False,False,252.332384,0.02949,1.128695,1.0236825,14.375,2.84375,274.06260371208197,0.00390733359381557,475744706,28.0869513051421,50.0,540.0,1.12805,1.0231175,-37.09375,-39.5625,1.179765,1.606105,-46.5,-64.3125,2.75354843311988,2.84107387810398,-64.58713531494139,Mus musculus,Htr3a-Cre_NO152,spiny,Exc_3,Spiny_16,ME_Exc_5,170.216284631695,728.687247948844,1.77584846093,3.10739602028
464,0.202651514639209,1.088835,1.02506875,-48.78125,-53.46875,False,False,False,153.39516799999998,0.033955,1.086475,1.0233675,32.1875,39.25,136.25007867813102,0.00684092659503222,468193142,21.231373299376898,210.0,400.0,1.0860299999999998,1.023025,-33.9375,-48.992188453674295,1.098495,1.7707175,-51.21875,-70.41406440734859,3.26675297740912,3.7961493991315605,-70.21352386474611,Mus musculus,Scnn1a-Tg3-Cre,spiny,Exc_3,Spiny_4,ME_Exc_17,176.205258112876,438.213983168316,2.56417927032,8.42669376705
467,0.7819226449925492,1.13714,1.02452727272727,-51.4375,-57.985796841708094,False,False,False,134.291328,0.052000000000000005,1.1361,1.02335818181818,18.625,21.605114503340303,80.6251168251038,0.0113169113174081,565866518,5.0110575422139405,340.0,750.0,1.13576,1.0230509090909101,-30.0937519073486,-38.83806922219021,1.13724,1.52592545454545,-51.656253814697294,-75.0937534679066,1.4475403048268702,1.5321111101706397,-74.2655792236328,Mus musculus,Oxtr-T2A-Cre,aspiny,Inh_13,Aspiny_7,ME_Inh_16,213.171764645421,190.196834892626,3.52156252735,7.28152985483
471,0.147991445264608,1.24728,1.0249475000000001,-53.000003814697294,-53.9609398841858,False,False,False,182.678192,0.26788,1.24432,1.0233775,19.4375019073486,22.5000007152557,122.65617400407801,0.00806505419313908,561985849,10.9637883493173,170.0,750.0,1.2437799999999999,1.0229875,-50.625003814697294,-42.9726586341858,1.25544,1.5329549999999998,-56.375003814697294,-73.3125028610229,3.5535039936623996,2.36091001204089,-72.6724090576172,Mus musculus,Htr3a-Cre_NO152,aspiny,Inh_1,Aspiny_19,ME_Inh_19,210.933479710074,891.408888044939,2.76775236366,24.0837405361
474,0.0101993869303885,1.0666,1.02483111111111,-52.062503814697294,-55.8854192097982,False,False,False,172.855808,0.01932,1.0653,1.02352222222222,32.625,36.8055580986871,115.781247615814,0.0697698369622231,577369606,11.7883483306347,170.0,520.0,1.0649,1.02317777777778,-34.53125,-45.7465307447645,1.06666,1.4872,-52.125003814697294,-75.437503390842,2.54222000803,3.0952206010402996,-75.4819564819336,Mus musculus,Chat-IRES-Cre-neo,aspiny,Inh_2,Aspiny_14,ME_Inh_4,222.138807155822,286.836354001858,4.39144596514,9.40391962841
483,0.19666664966724304,1.08622,1.025244,-52.031253814697294,-55.318752288818395,False,False,False,165.120592,0.0305200000000001,1.0836,1.023396,37.71875,40.7750022888184,142.968714237213,0.00469936151057482,502269786,16.9624803277498,230.0,989.9999389648441,1.08314,1.022992,-38.5625038146973,-49.1812515258789,1.0958,1.6917799999999998,-55.000003814697294,-78.9937545776367,3.99149406383389,4.160698908473701,-78.80503845214841,Mus musculus,Nr5a1-Cre,spiny,Exc_3,Spiny_4,ME_Exc_16,139.756797170354,363.693531319514,3.57142857143,11.8339350618
491,0.2,1.120275,1.0255625,-45.437503814697294,-47.3541692097982,False,False,False,119.35006399999999,0.0464,1.11737,1.02349416666667,34.15625,34.427085240682004,170.78118026256598,0.0273176431655884,483061182,20.006802296643897,90.0,256.66666666666697,1.116855,1.0230575000000002,-34.625,-42.927083969116204,1.1463,1.6618591666666698,-49.500003814697294,-73.7187525431315,3.7953221717638304,4.11104915711902,-72.5783004760742,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_3,ME_Exc_16,165.379069155183,423.07515612811,3.18025696476,2.66588176485
493,0.0559447990496678,1.10636,1.02514666666667,-50.687503814697294,-55.489585876464794,False,False,False,215.53824,0.0308600000000001,1.10342,1.02324666666667,26.6562519073486,26.7395846048991,119.79179084301,0.0609564147889614,602822298,14.885546079338301,170.0,800.0,1.1028200000000001,1.02276666666667,-42.968753814697294,-51.4687512715658,1.1248799999999999,1.8828533333333302,-56.46875,-77.687505086263,2.6917589007792504,2.8423877553618904,-76.96055603027341,Mus musculus,Tlx3-Cre_PL56,spiny,Exc_1,Spiny_12,ME_Exc_5,132.90056650866,583.866384883782,2.72959183672999,10.9937224282
511,0.295554492529732,1.19224,1.02542857142857,-54.968753814697294,-55.0089312962123,False,False,False,394.811456,0.0212600000000001,1.18974,1.02336571428571,31.1250019073486,36.8348236083984,290.78134894371004,0.04070457071065899,567007144,25.956643709734003,30.0,280.0,1.18928,1.02302285714286,-37.1875,-40.8616087777274,1.19436,1.82939714285714,-56.125003814697294,-67.4017878941127,3.4442149328127796,3.4728645777407903,-66.60931396484379,Mus musculus,Vip-IRES-Cre,aspiny,Inh_3,Aspiny_16,ME_Inh_1,248.299149114371,378.850610237198,3.60379283751,9.05190693208
516,0.16213872832369902,1.051765,1.030045,-49.1875,-54.5625,False,False,False,112.06971200000001,0.01549,1.046835,1.0235100000000001,33.0,43.21875,58.2812875509262,0.0498790591955185,313862022,17.0602466831779,190.0,400.0,1.046235,1.02304,-40.34375,-42.5,1.057575,1.08543,-50.875,-64.53125,5.2611661772553,5.949575445744831,-63.5755844116211,Mus musculus,Scnn1a-Tg2-Cre,spiny,Exc_3,Spiny_8,ME_Exc_6,150.31995544785,492.100275160717,2.97763625025,-25.4531072659
517,0.9666413949962092,2.01024,1.02424666666667,-54.343753814697294,-60.041670481363894,False,False,False,193.78948799999998,0.22246,2.00922,1.02341333333333,8.71875,25.4583339691162,128.281280398369,0.0268130376935005,554779051,12.877470225083,260.0,560.0,2.0087200000000003,1.0231,-31.4687519073486,-44.4687525431315,2.0103400000000002,1.22217333333333,-54.500003814697294,-75.0104217529297,1.10794352433869,1.4754355387198201,-73.6750793457031,Mus musculus,Nkx2-1-CreERT2,aspiny,Inh_13,Aspiny_8,ME_Inh_14,223.958655843366,453.438528477333,3.14663310258,6.3968403522
527,0.13885017421602802,1.0792,1.0261040000000001,-45.15625,-48.78125152587889,False,False,False,265.36656,0.024,1.07602,1.023412,35.25,36.481251525878896,268.750011920929,0.0555575378239155,607124114,29.821707442235304,70.0,499.99996948242205,1.07536,1.02286,-37.7500038146973,-42.037502288818395,1.09406,1.1731280000000002,-49.312503814697294,-63.725003814697295,3.64753760110533,3.6487353668845497,-63.1356811523438,Mus musculus,Tlx3-Cre_PL56,spiny,Exc_3,Spiny_11,ME_Exc_5,152.572344560493,491.233129606283,3.29875297712,9.47266269861
528,0.146428571428571,1.1247200000000002,1.024408,-54.218753814697294,-55.812503814697294,False,False,False,268.01847999999995,0.0325800000000001,1.12372,1.023452,29.9375019073486,26.9062507629395,240.46874046325698,0.227294325828552,565855793,21.2115913546553,70.0,520.0,1.1233,1.023052,-42.125,-44.5312522888184,1.12474,1.502068,-54.281253814697294,-68.26250305175779,1.71678850736197,1.62635684509891,-67.5825042724609,Mus musculus,Oxtr-T2A-Cre,sparsely spiny,Inh_7,Aspiny_9,ME_Inh_26,164.282666034853,345.788235378281,4.37052267883,0.0
530,0.17326120556414198,1.156355,1.025144,-48.34375,-51.70625305175779,False,False,False,157.999552,0.05755,1.154675,1.023316,43.40625,43.8687507629395,196.406245231628,0.00857331603765488,487661754,24.187829656419602,70.0,760.0,1.154215,1.0229219999999999,-40.21875,-48.7625007629395,1.203015,1.7463,-56.593753814697294,-80.7687530517578,3.84261426504529,4.43392718431806,-80.7700653076172,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_1,ME_Exc_7,156.351585392822,169.326748152931,2.40046838407,-2.78034459820999
537,0.17252747252747197,1.0704850000000001,1.0248774999999999,-53.656253814697294,-56.585939407348604,False,False,False,162.116224,0.019934999999999998,1.06905,1.02346875,36.6875,36.2656269073486,156.875148415565,0.11784809827804599,488680211,13.165853061433198,180.0,315.0,1.0685950000000002,1.0230475,-37.2812538146973,-48.078126907348604,1.070495,1.5328125,-53.781253814697294,-77.7187538146973,2.2491627078449397,2.46526598805951,-77.3389129638672,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_17,ME_Exc_3,125.643726829412,764.061041849495,1.67319319268,12.6043826484
548,1.0914674950631,1.033655,1.02409,-63.9375,-65.8671913146973,False,False,False,178.907136,0.007319999999999991,1.03288,1.02333375,13.1875009536743,22.0,130.625069141388,0.0235784575343132,396608557,7.57814312625234,190.0,370.0,1.0325799999999998,1.0230549999999998,-38.125,-46.5781278610229,1.033725,1.69480625,-64.15625,-70.53906440734859,1.3361803738739901,1.44553586508349,-69.9003829956055,Mus musculus,Pvalb-IRES-Cre,aspiny,Inh_8,Aspiny_10,ME_Inh_9,158.948440253916,649.70639753286,2.28046703965,-13.0512454379
554,0.13775404374144598,1.125735,1.026055,-47.21875,-53.0437530517578,False,False,False,130.133128,0.0437650000000001,1.12212,1.023454,24.1562519073486,34.8937522888184,104.84378784894899,0.0371695309877396,490205998,19.1187489981166,230.0,1060.0,1.121565,1.0230549999999998,-41.09375,-50.0812522888184,1.5717299999999998,1.280139,-52.5625,-75.21875305175779,3.5933688451554704,3.3493287833295695,-74.8752670288086,Mus musculus,Scnn1a-Tg2-Cre,spiny,Exc_3,Spiny_9,ME_Exc_13,153.938064368848,423.876299230882,3.06669840166,2.48020537675
556,0.161811476426321,1.9946,1.02575583333333,-50.468753814697294,-53.994795481363894,False,False,False,125.12576000000001,0.0807950000000002,1.9921400000000002,1.0235625,33.4375,37.95312627156579,146.875008940697,0.0749335065484047,483068687,23.9381132286904,70.0,770.0,1.99157,1.0231175,-40.90625,-46.1406275431315,2.01998,1.7021025,-56.843753814697294,-74.0677108764648,2.92889954922594,3.36934599810296,-73.0231399536133,Mus musculus,Scnn1a-Tg2-Cre,spiny,Exc_3,Spiny_8,ME_Exc_13,208.458939105433,497.922434854628,2.80982088595999,16.765561274
559,0.138833333333333,1.1213,1.0259,-49.156253814697294,-51.6187515258789,False,False,False,158.171808,0.0554000000000001,1.1183,1.023592,35.5,38.850002288818395,160.62504053115802,0.0390969887375832,563180078,27.5014522088653,90.0,939.9999389648441,1.11778,1.02314,-37.34375,-41.950001525878896,1.1514,1.615752,-55.093753814697294,-74.7687530517578,4.01220627215518,3.73479446810064,-74.60316467285159,Mus musculus,Tlx3-Cre_PL56,spiny,Exc_3,Spiny_2,ME_Exc_13,220.552419951244,336.978978452512,2.9353526323,20.0525152342
560,0.331679407863529,1.24654,1.0247899999999999,-53.125,-62.7539086341858,False,False,False,181.899008,0.06694,1.24452,1.0233524999999999,26.5000019073486,27.9062514305115,169.531241059303,0.0602825693786144,574993444,10.4646790869773,110.0,460.0,1.2441200000000001,1.0230525,-37.09375,-40.453126430511496,1.25068,1.3824125,-55.59375,-70.1796894073486,3.0068528438979,2.27671654112388,-68.87374877929689,Mus musculus,Htr3a-Cre_NO152,aspiny,Inh_1,Aspiny_19,ME_Inh_19,226.077251773904,967.539503646815,4.45319306851,12.4639618958999
575,0.188852097130243,1.38662,1.02644,-48.8125,-56.0416692097982,False,False,False,257.497024,0.1441,1.38228,1.02343666666667,34.1875038146973,34.2760429382324,244.687616825104,0.148279145359993,515435668,32.524068670332305,90.0,105.0,1.38178,1.02304333333333,-39.3750038146973,-43.645835240682004,1.4014,1.26089333333333,-54.0,-69.4687538146973,4.68092771350264,3.9651490846577,-67.9803619384766,Mus musculus,Ctgf-T2A-dgCre,spiny,Exc_3,Spiny_19,ME_Exc_9,237.824094309884,1177.58466175532,2.16554379211,42.8503320429
579,0.122216555376385,1.17708,1.025132,-48.25,-49.3375022888184,False,False,False,153.988144,0.06147999999999999,1.1748399999999999,1.023408,36.2500038146973,32.9500007629395,153.437465429306,0.00419125193729997,517319635,27.581246212729997,110.0,1100.0,1.17438,1.022976,-38.6875,-42.5187515258789,1.20486,1.713212,-56.218753814697294,-75.9625061035156,3.7715877618383598,3.49269432415749,-75.48875427246091,Mus musculus,Cux2-CreERT2,spiny,Exc_3,Spiny_6,ME_Exc_19,207.210859351419,270.206456291526,3.66677234309,-26.1981651369999
583,0.413287311572047,1.08444,1.02473,-48.03125,-50.500001907348604,False,False,False,499.87737599999997,0.0191600000000001,1.0831,1.0233649999999999,46.75,47.984376907348604,162.500187754631,0.0427110940217972,565880475,8.05834428889918,50.0,330.0,1.0827,1.022995,-40.125,-44.5703125,1.08476,1.7552849999999998,-48.25,-75.35938072204591,3.22415025248624,3.2690165682560597,-73.9775772094727,Mus musculus,Vip-IRES-Cre,aspiny,Inh_3,Aspiny_4,ME_Inh_3,217.538485492287,771.343555433314,2.88561028595999,6.44907762925
585,0.0109848482002349,1.05272,1.02585333333333,-50.34375,-52.7708346048991,False,False,False,302.624416,0.01024,1.0505,1.02346,16.0937519073486,17.3541666666667,382.8125,0.0747827962040901,561940338,44.14014536280911,30.0,170.0,1.04996,1.02299333333333,-40.03125,-41.291670481363894,1.05312,1.7484400000000002,-50.65625,-59.3333346048991,2.82137133748541,3.12530952098592,-58.6769905090332,Mus musculus,Vip-IRES-Cre,sparsely spiny,,Aspiny_17,,216.825894030522,586.418663644926,2.41312741313,-13.132261726
589,0.0994673280150067,1.19444,1.0244,-60.843753814697294,-61.656253269740496,False,False,False,228.71707200000003,0.0338000000000001,1.1931,1.02320857142857,32.0937538146973,31.7544651031494,254.68754768371602,0.101849526166916,560753350,25.6478014808218,50.0,390.0,1.19262,1.02282,-42.3125038146973,-46.6071439470564,1.1945,1.5948714285714298,-60.9375,-66.89286150251121,2.20653967568006,2.2759687004419304,-66.12167358398439,Mus musculus,Nos1-CreERT2,aspiny,Inh_4,Aspiny_8,ME_Inh_23,204.964224328356,473.694914895618,4.12541254125,-11.8647339045
593,0.044921877197921,1.1588,1.0256290000000001,-49.406253814697294,-50.9375022888184,False,False,False,163.17088,0.0528850000000001,1.15456,1.0233139999999998,34.78125,41.925,182.343706488609,0.0474418103694916,476823462,25.0971160249814,90.0,750.0,1.15409,1.022959,-36.21875,-51.881253814697295,1.1901,1.434218,-57.218753814697294,-76.2250045776367,3.61143371920996,4.5290747860247,-75.3202590942383,Mus musculus,Rorb-IRES2-Cre,spiny,Exc_3,Spiny_3,ME_Exc_16,121.850262351225,381.456212150739,2.23598595801,-12.6803834918
601,0.10531427755950698,1.30571,1.02682,-43.656253814697294,-47.656253814697294,False,False,False,90.234184,0.080875,1.29977,1.02358,29.3437519073486,42.34375,120.15632539987601,0.0803950801491737,479704527,23.690274126255304,120.00000762939501,1440.0,1.299165,1.023115,-33.8750038146973,-45.281253814697294,1.3881,1.1905649999999999,-54.437503814697294,-75.09375,4.42113351757389,4.36474086015414,-74.2126541137695,Mus musculus,Rbp4-Cre_KL100,spiny,Exc_3,Spiny_9,ME_Exc_13,128.888290597983,500.610657982171,2.24775673877,16.0496724916
