,predicted dendrite,real dendrite,ephys predicted creline,ephys me-type predictions,ephys m-type predictions,ephys e-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
320,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,537204107,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
321,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528611949,,,,,,
322,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529877874,,,,,,
323,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,529822280,,,,,,
324,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569823971,,,,,,
325,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,520454345,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
326,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,571450870,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
327,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,517693603,,,,,,
328,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,539560727,,,,,,
329,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,576101141,,,,,,
330,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,542141883,,,,,,
331,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,539561039,,,,,,
332,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,541562659,,,,,,
333,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,567736655,,,,,,
334,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,587776508,,,,,,
335,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,508387918,,,,,,
336,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,531517778,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_11,Inh_11
337,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,505689242,,,,,,
338,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528758496,,,,,,
339,aspiny,aspiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,562380252,,,,,,
340,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,526800653,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
341,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545206633,,,,,,
342,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,569818704,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
343,aspiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,558211203,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
344,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528638213,,,,,,
345,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,508390609,,,,,,
346,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,613333217,,,,,,
347,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,488386431,,,,,,
348,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,508405843,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
349,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,545208779,,,,,,
350,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,528601797,,,,,,
351,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Exc_1,528636794,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
352,spiny,spiny,Chrna2-Cre_OE25,ME_Exc_7,Spiny_1,Inh_6,592483575,,,,,,
